protocolo,cenario,latencia_ms,perda_pct,execucao,tempo_ms,sucesso
HTTP3,D,200,5,1,424.2711067199707,1
HTTP3,D,200,5,2,441.5397644042969,1
HTTP3,D,200,5,3,817.1241283416748,1
HTTP3,D,200,5,4,417.04487800598145,1
HTTP3,D,200,5,5,413.5265350341797,1
HTTP3,D,200,5,6,412.80221939086914,1
HTTP3,D,200,5,7,409.76595878601074,1
HTTP3,D,200,5,8,421.4789867401123,1
HTTP3,D,200,5,9,418.0302619934082,1
HTTP3,D,200,5,10,423.3708381652832,1
