Cenario,Protocolo,Media_ms,DesvioPadrao_ms,Jitter_ms,TaxaSucesso_pct
A,HTTP1,7.410264015197754,10.78089246402107,6.727536519368489,100.0
A,HTTP3,32.9681396484375,42.87666012610114,19.840478897094727,100.0
B,HTTP1,208.83963108062744,3.6888266013024684,4.1380193498399525,100.0
B,HTTP3,114.31970596313477,4.498391131926343,3.956980175442166,100.0
C,HTTP1,408.5058927536011,4.864790957539309,4.798650741577148,100.0
C,HTTP3,239.49697017669678,62.680895294051794,51.10359191894531,100.0
D,HTTP1,861.0983610153198,159.0553225983729,114.17094866434734,100.0
D,HTTP3,459.8954677581787,125.82964921642666,91.19039111667209,100.0
