protocolo,cenario,latencia_ms,perda_pct,execucao,tempo_ms,sucesso
HTTP3,A,0,0,1,154.36506271362305,1
HTTP3,A,0,0,2,22.147178649902344,1
HTTP3,A,0,0,3,15.436887741088867,1
HTTP3,A,0,0,4,29.947280883789062,1
HTTP3,A,0,0,5,17.685651779174805,1
HTTP3,A,0,0,6,21.510839462280273,1
HTTP3,A,0,0,7,18.345355987548828,1
HTTP3,A,0,0,8,18.599748611450195,1
HTTP3,A,0,0,9,14.874696731567383,1
HTTP3,A,0,0,10,16.768693923950195,1
