protocolo,cenario,latencia_ms,perda_pct,execucao,tempo_ms,sucesso
HTTP1,C,100,1,1,409.1215133666992,1
HTTP1,C,100,1,2,409.15584564208984,1
HTTP1,C,100,1,3,405.3938388824463,1
HTTP1,C,100,1,4,404.7679901123047,1
HTTP1,C,100,1,5,421.39506340026855,1
HTTP1,C,100,1,6,405.1189422607422,1
HTTP1,C,100,1,7,405.6999683380127,1
HTTP1,C,100,1,8,408.89620780944824,1
HTTP1,C,100,1,9,408.69855880737305,1
HTTP1,C,100,1,10,406.810998916626,1
