protocolo,cenario,latencia_ms,perda_pct,execucao,tempo_ms,sucesso
HTTP3,B,50,0,1,124.3290901184082,1
HTTP3,B,50,0,2,114.9895191192627,1
HTTP3,B,50,0,3,118.21365356445312,1
HTTP3,B,50,0,4,112.60271072387695,1
HTTP3,B,50,0,5,109.91382598876953,1
HTTP3,B,50,0,6,112.41483688354492,1
HTTP3,B,50,0,7,112.32614517211914,1
HTTP3,B,50,0,8,117.0949935913086,1
HTTP3,B,50,0,9,111.60802841186523,1
HTTP3,B,50,0,10,109.70425605773926,1
